timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1663232041652,198,https://opensource-demo.orangehrmlive.com/web/index.php/admin/viewAdminModule-6,304,Not Modified,Thread Group 1-1,,true,,994,686,3,3,https://opensource-demo.orangehrmlive.com/web/dist/js/app.js?1660914792648,0,0,0
1663232041851,295,https://opensource-demo.orangehrmlive.com/web/index.php/core/i18n/messages,304,Not Modified,Thread Group 1-1,,true,,1052,586,3,3,https://opensource-demo.orangehrmlive.com/web/index.php/core/i18n/messages,0,0,0
1663232042146,411,https://opensource-demo.orangehrmlive.com/web/index.php/api/v2/admin/users?limit=50&offset=0&sortField=u.userName&sortOrder=ASC,200,OK,Thread Group 1-1,text,true,,7960,580,3,3,https://opensource-demo.orangehrmlive.com/web/index.php/api/v2/admin/users?offset=0&sortOrder=ASC&limit=50&sortField=u.userName,411,0,0
1663232050129,925,https://opensource-demo.orangehrmlive.com/web/index.php/admin/viewOrganizationGeneralInformation,200,OK,Thread Group 1-1,text,true,,33023,4070,3,3,https://opensource-demo.orangehrmlive.com/web/index.php/admin/viewOrganizationGeneralInformation,619,0,0
1663232050129,619,https://opensource-demo.orangehrmlive.com/web/index.php/admin/viewOrganizationGeneralInformation-0,200,OK,Thread Group 1-1,text,true,,28058,619,3,3,https://opensource-demo.orangehrmlive.com/web/index.php/admin/viewOrganizationGeneralInformation,619,0,0
1663232050752,302,https://opensource-demo.orangehrmlive.com/web/index.php/admin/viewOrganizationGeneralInformation-1,304,Not Modified,Thread Group 1-1,,true,,991,685,3,3,https://opensource-demo.orangehrmlive.com/web/dist/favicon.ico?1660914792648,0,0,0
1663232050752,302,https://opensource-demo.orangehrmlive.com/web/index.php/admin/viewOrganizationGeneralInformation-2,304,Not Modified,Thread Group 1-1,,true,,993,697,3,3,https://opensource-demo.orangehrmlive.com/web/dist/css/chunk-vendors.css?1660914792648,0,0,0
1663232050752,302,https://opensource-demo.orangehrmlive.com/web/index.php/admin/viewOrganizationGeneralInformation-3,304,Not Modified,Thread Group 1-1,,true,,993,687,3,3,https://opensource-demo.orangehrmlive.com/web/dist/css/app.css?1660914792648,0,0,0
1663232050752,302,https://opensource-demo.orangehrmlive.com/web/index.php/admin/viewOrganizationGeneralInformation-4,304,Not Modified,Thread Group 1-1,,true,,994,696,3,3,https://opensource-demo.orangehrmlive.com/web/dist/js/chunk-vendors.js?1660914792648,0,0,0
1663232050752,302,https://opensource-demo.orangehrmlive.com/web/index.php/admin/viewOrganizationGeneralInformation-5,304,Not Modified,Thread Group 1-1,,true,,994,686,3,3,https://opensource-demo.orangehrmlive.com/web/dist/js/app.js?1660914792648,0,0,0
1663232051055,512,https://opensource-demo.orangehrmlive.com/web/index.php/core/i18n/messages,304,Not Modified,Thread Group 1-1,,true,,1052,586,3,3,https://opensource-demo.orangehrmlive.com/web/index.php/core/i18n/messages,0,0,0
1663232051567,922,https://opensource-demo.orangehrmlive.com/web/index.php/api/v2/admin/organization,200,OK,Thread Group 1-1,text,true,,1317,472,3,3,https://opensource-demo.orangehrmlive.com/web/index.php/api/v2/admin/organization,922,0,0
1663232060485,641,https://opensource-demo.orangehrmlive.com/web/index.php/admin/viewCompanyStructure,200,OK,Thread Group 1-1,text,true,,15206,4056,3,3,https://opensource-demo.orangehrmlive.com/web/index.php/admin/viewCompanyStructure,433,0,0
1663232060485,433,https://opensource-demo.orangehrmlive.com/web/index.php/admin/viewCompanyStructure-0,200,OK,Thread Group 1-1,text,true,,10241,605,3,3,https://opensource-demo.orangehrmlive.com/web/index.php/admin/viewCompanyStructure,433,0,0
1663232060921,205,https://opensource-demo.orangehrmlive.com/web/index.php/admin/viewCompanyStructure-1,304,Not Modified,Thread Group 1-1,,true,,991,685,3,3,https://opensource-demo.orangehrmlive.com/web/dist/favicon.ico?1660914792648,0,0,0
1663232060921,205,https://opensource-demo.orangehrmlive.com/web/index.php/admin/viewCompanyStructure-2,304,Not Modified,Thread Group 1-1,,true,,993,697,3,3,https://opensource-demo.orangehrmlive.com/web/dist/css/chunk-vendors.css?1660914792648,0,0,0
1663232060921,205,https://opensource-demo.orangehrmlive.com/web/index.php/admin/viewCompanyStructure-3,304,Not Modified,Thread Group 1-1,,true,,993,687,3,3,https://opensource-demo.orangehrmlive.com/web/dist/css/app.css?1660914792648,0,0,0
1663232060921,205,https://opensource-demo.orangehrmlive.com/web/index.php/admin/viewCompanyStructure-4,304,Not Modified,Thread Group 1-1,,true,,994,696,3,3,https://opensource-demo.orangehrmlive.com/web/dist/js/chunk-vendors.js?1660914792648,0,0,0
1663232060921,205,https://opensource-demo.orangehrmlive.com/web/index.php/admin/viewCompanyStructure-5,304,Not Modified,Thread Group 1-1,,true,,994,686,3,3,https://opensource-demo.orangehrmlive.com/web/dist/js/app.js?1660914792648,0,0,0
1663232061126,305,https://opensource-demo.orangehrmlive.com/web/index.php/core/i18n/messages,304,Not Modified,Thread Group 1-1,,true,,1052,586,3,3,https://opensource-demo.orangehrmlive.com/web/index.php/core/i18n/messages,0,0,0
1663232061432,351,https://opensource-demo.orangehrmlive.com/web/index.php/api/v2/admin/subunits?mode=tree,200,OK,Thread Group 1-1,text,true,,1784,540,3,3,https://opensource-demo.orangehrmlive.com/web/index.php/api/v2/admin/subunits?mode=tree,351,0,0
1663232058253,4351,My Info Details,200,"Number of samples in transaction : 11, number of failing samples : 0",Thread Group 1-2,,true,,47760,9231,3,3,null,0,2014,0
1663232060260,866,https://opensource-demo.orangehrmlive.com/web/index.php/pim/viewMyDetails,200,OK,Thread Group 1-2,text,true,,26794,4047,3,3,https://opensource-demo.orangehrmlive.com/web/index.php/pim/viewMyDetails,658,0,0
1663232060260,658,https://opensource-demo.orangehrmlive.com/web/index.php/pim/viewMyDetails-0,200,OK,Thread Group 1-2,text,true,,21829,596,3,3,https://opensource-demo.orangehrmlive.com/web/index.php/pim/viewMyDetails,658,0,0
1663232060921,205,https://opensource-demo.orangehrmlive.com/web/index.php/pim/viewMyDetails-1,304,Not Modified,Thread Group 1-2,,true,,991,685,3,3,https://opensource-demo.orangehrmlive.com/web/dist/favicon.ico?1660914792648,0,0,0
1663232060921,205,https://opensource-demo.orangehrmlive.com/web/index.php/pim/viewMyDetails-2,304,Not Modified,Thread Group 1-2,,true,,993,697,3,3,https://opensource-demo.orangehrmlive.com/web/dist/css/chunk-vendors.css?1660914792648,0,0,0
1663232060921,205,https://opensource-demo.orangehrmlive.com/web/index.php/pim/viewMyDetails-3,304,Not Modified,Thread Group 1-2,,true,,993,687,3,3,https://opensource-demo.orangehrmlive.com/web/dist/css/app.css?1660914792648,0,0,0
1663232060921,205,https://opensource-demo.orangehrmlive.com/web/index.php/pim/viewMyDetails-4,304,Not Modified,Thread Group 1-2,,true,,994,696,3,3,https://opensource-demo.orangehrmlive.com/web/dist/js/chunk-vendors.js?1660914792648,0,0,0
1663232060921,205,https://opensource-demo.orangehrmlive.com/web/index.php/pim/viewMyDetails-5,304,Not Modified,Thread Group 1-2,,true,,994,686,3,3,https://opensource-demo.orangehrmlive.com/web/dist/js/app.js?1660914792648,0,0,0
1663232061126,282,https://opensource-demo.orangehrmlive.com/web/index.php/core/i18n/messages,304,Not Modified,Thread Group 1-2,,true,,1052,586,3,3,https://opensource-demo.orangehrmlive.com/web/index.php/core/i18n/messages,0,0,0
1663232061408,405,https://opensource-demo.orangehrmlive.com/web/index.php/api/v2/pim/employees/7/personal-details,200,OK,Thread Group 1-2,text,true,,1452,548,3,3,https://opensource-demo.orangehrmlive.com/web/index.php/api/v2/pim/employees/7/personal-details,404,0,0
1663232061813,341,https://opensource-demo.orangehrmlive.com/web/index.php/api/v2/pim/employees/7,200,OK,Thread Group 1-2,text,true,,1186,469,3,3,https://opensource-demo.orangehrmlive.com/web/index.php/api/v2/pim/employees/7,341,0,0
1663232062155,313,https://opensource-demo.orangehrmlive.com/web/index.php/api/v2/leave/holidays?fromDate=2022-01-01&toDate=2022-12-31,200,OK,Thread Group 1-2,text,true,,2895,506,3,3,https://opensource-demo.orangehrmlive.com/web/index.php/api/v2/leave/holidays?fromDate=2022-01-01&toDate=2022-12-31,313,0,0
1663232062469,326,https://opensource-demo.orangehrmlive.com/web/index.php/api/v2/leave/workweek?model=indexed,200,OK,Thread Group 1-2,text,true,,1112,482,3,3,https://opensource-demo.orangehrmlive.com/web/index.php/api/v2/leave/workweek?model=indexed,326,0,0
1663232062796,322,https://opensource-demo.orangehrmlive.com/web/index.php/api/v2/leave/holidays?fromDate=2022-01-01&toDate=2022-12-31,200,OK,Thread Group 1-2,text,true,,2895,506,3,3,https://opensource-demo.orangehrmlive.com/web/index.php/api/v2/leave/holidays?fromDate=2022-01-01&toDate=2022-12-31,322,0,0
1663232063119,328,https://opensource-demo.orangehrmlive.com/web/index.php/api/v2/leave/workweek?model=indexed,200,OK,Thread Group 1-2,text,true,,1112,482,3,3,https://opensource-demo.orangehrmlive.com/web/index.php/api/v2/leave/workweek?model=indexed,328,0,0
1663232063448,373,https://opensource-demo.orangehrmlive.com/web/index.php/api/v2/pim/employees/7/custom-fields?screen=personal,200,OK,Thread Group 1-2,text,true,,1218,561,3,3,https://opensource-demo.orangehrmlive.com/web/index.php/api/v2/pim/employees/7/custom-fields?screen=personal,373,0,0
1663232063822,345,https://opensource-demo.orangehrmlive.com/web/index.php/api/v2/pim/employees/7/screen/personal/attachments?limit=50&offset=0,200,OK,Thread Group 1-2,text,true,,1114,577,3,3,https://opensource-demo.orangehrmlive.com/web/index.php/api/v2/pim/employees/7/screen/personal/attachments?offset=0&limit=50,345,0,0
1663232064168,450,https://opensource-demo.orangehrmlive.com/web/index.php/api/v2/pim/employees,200,OK,Thread Group 1-2,text,true,,6930,467,3,3,https://opensource-demo.orangehrmlive.com/web/index.php/api/v2/pim/employees,450,0,0
1663232061787,4308,My Info Details,200,"Number of samples in transaction : 11, number of failing samples : 0",Thread Group 1-1,,true,,47760,9231,2,2,null,0,2445,0
1663232064223,805,https://opensource-demo.orangehrmlive.com/web/index.php/pim/viewMyDetails,200,OK,Thread Group 1-1,text,true,,26794,4047,2,2,https://opensource-demo.orangehrmlive.com/web/index.php/pim/viewMyDetails,624,0,0
1663232064223,625,https://opensource-demo.orangehrmlive.com/web/index.php/pim/viewMyDetails-0,200,OK,Thread Group 1-1,text,true,,21829,596,2,2,https://opensource-demo.orangehrmlive.com/web/index.php/pim/viewMyDetails,624,0,0
1663232064849,156,https://opensource-demo.orangehrmlive.com/web/index.php/pim/viewMyDetails-1,304,Not Modified,Thread Group 1-1,,true,,991,685,2,2,https://opensource-demo.orangehrmlive.com/web/dist/favicon.ico?1660914792648,0,0,0
1663232064849,163,https://opensource-demo.orangehrmlive.com/web/index.php/pim/viewMyDetails-2,304,Not Modified,Thread Group 1-1,,true,,993,697,2,2,https://opensource-demo.orangehrmlive.com/web/dist/css/chunk-vendors.css?1660914792648,0,0,0
1663232064849,149,https://opensource-demo.orangehrmlive.com/web/index.php/pim/viewMyDetails-3,304,Not Modified,Thread Group 1-1,,true,,993,687,2,2,https://opensource-demo.orangehrmlive.com/web/dist/css/app.css?1660914792648,0,0,0
1663232064849,153,https://opensource-demo.orangehrmlive.com/web/index.php/pim/viewMyDetails-4,304,Not Modified,Thread Group 1-1,,true,,994,696,2,2,https://opensource-demo.orangehrmlive.com/web/dist/js/chunk-vendors.js?1660914792648,0,0,0
1663232064849,179,https://opensource-demo.orangehrmlive.com/web/index.php/pim/viewMyDetails-5,304,Not Modified,Thread Group 1-1,,true,,994,686,2,2,https://opensource-demo.orangehrmlive.com/web/dist/js/app.js?1660914792648,0,0,0
1663232065029,314,https://opensource-demo.orangehrmlive.com/web/index.php/core/i18n/messages,304,Not Modified,Thread Group 1-1,,true,,1052,586,2,2,https://opensource-demo.orangehrmlive.com/web/index.php/core/i18n/messages,0,0,0
1663232065343,336,https://opensource-demo.orangehrmlive.com/web/index.php/api/v2/pim/employees/7/personal-details,200,OK,Thread Group 1-1,text,true,,1452,548,2,2,https://opensource-demo.orangehrmlive.com/web/index.php/api/v2/pim/employees/7/personal-details,336,0,0
1663232065680,343,https://opensource-demo.orangehrmlive.com/web/index.php/api/v2/pim/employees/7,200,OK,Thread Group 1-1,text,true,,1186,469,2,2,https://opensource-demo.orangehrmlive.com/web/index.php/api/v2/pim/employees/7,343,0,0
1663232066024,357,https://opensource-demo.orangehrmlive.com/web/index.php/api/v2/leave/holidays?fromDate=2022-01-01&toDate=2022-12-31,200,OK,Thread Group 1-1,text,true,,2895,506,2,2,https://opensource-demo.orangehrmlive.com/web/index.php/api/v2/leave/holidays?fromDate=2022-01-01&toDate=2022-12-31,357,0,0
1663232066382,340,https://opensource-demo.orangehrmlive.com/web/index.php/api/v2/leave/workweek?model=indexed,200,OK,Thread Group 1-1,text,true,,1112,482,2,2,https://opensource-demo.orangehrmlive.com/web/index.php/api/v2/leave/workweek?model=indexed,340,0,0
1663232066723,329,https://opensource-demo.orangehrmlive.com/web/index.php/api/v2/leave/holidays?fromDate=2022-01-01&toDate=2022-12-31,200,OK,Thread Group 1-1,text,true,,2895,506,2,2,https://opensource-demo.orangehrmlive.com/web/index.php/api/v2/leave/holidays?fromDate=2022-01-01&toDate=2022-12-31,329,0,0
1663232067053,347,https://opensource-demo.orangehrmlive.com/web/index.php/api/v2/leave/workweek?model=indexed,200,OK,Thread Group 1-1,text,true,,1112,482,2,2,https://opensource-demo.orangehrmlive.com/web/index.php/api/v2/leave/workweek?model=indexed,347,0,0
1663232067401,420,https://opensource-demo.orangehrmlive.com/web/index.php/api/v2/pim/employees/7/custom-fields?screen=personal,200,OK,Thread Group 1-1,text,true,,1218,561,2,2,https://opensource-demo.orangehrmlive.com/web/index.php/api/v2/pim/employees/7/custom-fields?screen=personal,420,0,0
1663232067822,334,https://opensource-demo.orangehrmlive.com/web/index.php/api/v2/pim/employees/7/screen/personal/attachments?limit=50&offset=0,200,OK,Thread Group 1-1,text,true,,1114,577,2,2,https://opensource-demo.orangehrmlive.com/web/index.php/api/v2/pim/employees/7/screen/personal/attachments?offset=0&limit=50,334,0,0
1663232068158,383,https://opensource-demo.orangehrmlive.com/web/index.php/api/v2/pim/employees,200,OK,Thread Group 1-1,text,true,,6930,467,2,2,https://opensource-demo.orangehrmlive.com/web/index.php/api/v2/pim/employees,383,0,0
1663232046040,5798,Organizational Details,200,"Number of samples in transaction : 9, number of failing samples : 0",Thread Group 1-3,,true,,79378,16127,1,1,null,0,20004,0
1663232052479,2555,https://opensource-demo.orangehrmlive.com/web/index.php/admin/viewAdminModule,200,OK,Thread Group 1-3,text,true,,16932,4651,3,3,https://opensource-demo.orangehrmlive.com/web/index.php/admin/viewSystemUsers,1137,0,0
1663232052479,1137,https://opensource-demo.orangehrmlive.com/web/index.php/admin/viewAdminModule-0,302,Found,Thread Group 1-3,text,true,,1695,600,3,3,https://opensource-demo.orangehrmlive.com/web/index.php/admin/viewAdminModule,1137,0,0
1663232053616,1252,https://opensource-demo.orangehrmlive.com/web/index.php/admin/viewAdminModule-1,200,OK,Thread Group 1-3,text,true,,10272,600,3,3,https://opensource-demo.orangehrmlive.com/web/index.php/admin/viewSystemUsers,1252,0,0
1663232054871,147,https://opensource-demo.orangehrmlive.com/web/index.php/admin/viewAdminModule-2,304,Not Modified,Thread Group 1-3,,true,,991,685,3,3,https://opensource-demo.orangehrmlive.com/web/dist/favicon.ico?1660914792648,0,0,0
1663232054871,163,https://opensource-demo.orangehrmlive.com/web/index.php/admin/viewAdminModule-3,304,Not Modified,Thread Group 1-3,,true,,993,697,3,3,https://opensource-demo.orangehrmlive.com/web/dist/css/chunk-vendors.css?1660914792648,0,0,0
1663232054871,148,https://opensource-demo.orangehrmlive.com/web/index.php/admin/viewAdminModule-4,304,Not Modified,Thread Group 1-3,,true,,993,687,3,3,https://opensource-demo.orangehrmlive.com/web/dist/css/app.css?1660914792648,0,0,0
1663232054871,149,https://opensource-demo.orangehrmlive.com/web/index.php/admin/viewAdminModule-5,304,Not Modified,Thread Group 1-3,,true,,994,696,3,3,https://opensource-demo.orangehrmlive.com/web/dist/js/chunk-vendors.js?1660914792648,0,0,0
1663232054871,157,https://opensource-demo.orangehrmlive.com/web/index.php/admin/viewAdminModule-6,304,Not Modified,Thread Group 1-3,,true,,994,686,3,3,https://opensource-demo.orangehrmlive.com/web/dist/js/app.js?1660914792648,0,0,0
1663232055035,322,https://opensource-demo.orangehrmlive.com/web/index.php/core/i18n/messages,304,Not Modified,Thread Group 1-3,,true,,1052,586,3,3,https://opensource-demo.orangehrmlive.com/web/index.php/core/i18n/messages,0,0,0
1663232055357,366,https://opensource-demo.orangehrmlive.com/web/index.php/api/v2/admin/users?limit=50&offset=0&sortField=u.userName&sortOrder=ASC,200,OK,Thread Group 1-3,text,true,,7960,580,3,3,https://opensource-demo.orangehrmlive.com/web/index.php/api/v2/admin/users?offset=0&sortOrder=ASC&limit=50&sortField=u.userName,366,0,0
1663232063824,722,https://opensource-demo.orangehrmlive.com/web/index.php/admin/viewOrganizationGeneralInformation,200,OK,Thread Group 1-3,text,true,,33023,4070,3,3,https://opensource-demo.orangehrmlive.com/web/index.php/admin/viewOrganizationGeneralInformation,545,0,0
1663232063824,545,https://opensource-demo.orangehrmlive.com/web/index.php/admin/viewOrganizationGeneralInformation-0,200,OK,Thread Group 1-3,text,true,,28058,619,3,3,https://opensource-demo.orangehrmlive.com/web/index.php/admin/viewOrganizationGeneralInformation,545,0,0
1663232064375,167,https://opensource-demo.orangehrmlive.com/web/index.php/admin/viewOrganizationGeneralInformation-1,304,Not Modified,Thread Group 1-3,,true,,991,685,3,3,https://opensource-demo.orangehrmlive.com/web/dist/favicon.ico?1660914792648,0,0,0
1663232064375,167,https://opensource-demo.orangehrmlive.com/web/index.php/admin/viewOrganizationGeneralInformation-2,304,Not Modified,Thread Group 1-3,,true,,993,697,3,3,https://opensource-demo.orangehrmlive.com/web/dist/css/chunk-vendors.css?1660914792648,0,0,0
1663232064375,171,https://opensource-demo.orangehrmlive.com/web/index.php/admin/viewOrganizationGeneralInformation-3,304,Not Modified,Thread Group 1-3,,true,,993,687,3,3,https://opensource-demo.orangehrmlive.com/web/dist/css/app.css?1660914792648,0,0,0
1663232064375,167,https://opensource-demo.orangehrmlive.com/web/index.php/admin/viewOrganizationGeneralInformation-4,304,Not Modified,Thread Group 1-3,,true,,994,696,3,3,https://opensource-demo.orangehrmlive.com/web/dist/js/chunk-vendors.js?1660914792648,0,0,0
1663232064375,167,https://opensource-demo.orangehrmlive.com/web/index.php/admin/viewOrganizationGeneralInformation-5,304,Not Modified,Thread Group 1-3,,true,,994,686,3,3,https://opensource-demo.orangehrmlive.com/web/dist/js/app.js?1660914792648,0,0,0
1663232064548,281,https://opensource-demo.orangehrmlive.com/web/index.php/core/i18n/messages,304,Not Modified,Thread Group 1-3,,true,,1052,586,2,2,https://opensource-demo.orangehrmlive.com/web/index.php/core/i18n/messages,0,0,0
1663232064830,306,https://opensource-demo.orangehrmlive.com/web/index.php/api/v2/admin/organization,200,OK,Thread Group 1-3,text,true,,1317,472,2,2,https://opensource-demo.orangehrmlive.com/web/index.php/api/v2/admin/organization,306,0,0
1663232070594,543,https://opensource-demo.orangehrmlive.com/web/index.php/admin/viewCompanyStructure,200,OK,Thread Group 1-3,text,true,,15206,4056,1,1,https://opensource-demo.orangehrmlive.com/web/index.php/admin/viewCompanyStructure,363,0,0
1663232070594,364,https://opensource-demo.orangehrmlive.com/web/index.php/admin/viewCompanyStructure-0,200,OK,Thread Group 1-3,text,true,,10241,605,1,1,https://opensource-demo.orangehrmlive.com/web/index.php/admin/viewCompanyStructure,363,0,0
1663232070961,176,https://opensource-demo.orangehrmlive.com/web/index.php/admin/viewCompanyStructure-1,304,Not Modified,Thread Group 1-3,,true,,991,685,1,1,https://opensource-demo.orangehrmlive.com/web/dist/favicon.ico?1660914792648,0,0,0
1663232070961,159,https://opensource-demo.orangehrmlive.com/web/index.php/admin/viewCompanyStructure-2,304,Not Modified,Thread Group 1-3,,true,,993,697,1,1,https://opensource-demo.orangehrmlive.com/web/dist/css/chunk-vendors.css?1660914792648,0,0,0
1663232070961,155,https://opensource-demo.orangehrmlive.com/web/index.php/admin/viewCompanyStructure-3,304,Not Modified,Thread Group 1-3,,true,,993,687,1,1,https://opensource-demo.orangehrmlive.com/web/dist/css/app.css?1660914792648,0,0,0
1663232070961,158,https://opensource-demo.orangehrmlive.com/web/index.php/admin/viewCompanyStructure-4,304,Not Modified,Thread Group 1-3,,true,,994,696,1,1,https://opensource-demo.orangehrmlive.com/web/dist/js/chunk-vendors.js?1660914792648,0,0,0
1663232070961,163,https://opensource-demo.orangehrmlive.com/web/index.php/admin/viewCompanyStructure-5,304,Not Modified,Thread Group 1-3,,true,,994,686,1,1,https://opensource-demo.orangehrmlive.com/web/dist/js/app.js?1660914792648,0,0,0
1663232071138,284,https://opensource-demo.orangehrmlive.com/web/index.php/core/i18n/messages,304,Not Modified,Thread Group 1-3,,true,,1052,586,1,1,https://opensource-demo.orangehrmlive.com/web/index.php/core/i18n/messages,0,0,0
1663232071423,419,https://opensource-demo.orangehrmlive.com/web/index.php/api/v2/admin/subunits?mode=tree,200,OK,Thread Group 1-3,text,true,,1784,540,1,1,https://opensource-demo.orangehrmlive.com/web/index.php/api/v2/admin/subunits?mode=tree,419,0,0
1663232071845,4492,My Info Details,200,"Number of samples in transaction : 11, number of failing samples : 0",Thread Group 1-3,,true,,47760,9231,1,1,null,0,5086,0
1663232076923,1195,https://opensource-demo.orangehrmlive.com/web/index.php/pim/viewMyDetails,200,OK,Thread Group 1-3,text,true,,26794,4047,1,1,https://opensource-demo.orangehrmlive.com/web/index.php/pim/viewMyDetails,546,0,0
1663232076923,546,https://opensource-demo.orangehrmlive.com/web/index.php/pim/viewMyDetails-0,200,OK,Thread Group 1-3,text,true,,21829,596,1,1,https://opensource-demo.orangehrmlive.com/web/index.php/pim/viewMyDetails,546,0,0
1663232077473,563,https://opensource-demo.orangehrmlive.com/web/index.php/pim/viewMyDetails-1,304,Not Modified,Thread Group 1-3,,true,,991,685,1,1,https://opensource-demo.orangehrmlive.com/web/dist/favicon.ico?1660914792648,0,0,381
1663232077473,477,https://opensource-demo.orangehrmlive.com/web/index.php/pim/viewMyDetails-2,304,Not Modified,Thread Group 1-3,,true,,993,697,1,1,https://opensource-demo.orangehrmlive.com/web/dist/css/chunk-vendors.css?1660914792648,0,0,335
1663232077473,472,https://opensource-demo.orangehrmlive.com/web/index.php/pim/viewMyDetails-3,304,Not Modified,Thread Group 1-3,,true,,993,687,1,1,https://opensource-demo.orangehrmlive.com/web/dist/css/app.css?1660914792648,0,0,334
1663232077473,507,https://opensource-demo.orangehrmlive.com/web/index.php/pim/viewMyDetails-4,304,Not Modified,Thread Group 1-3,,true,,994,696,1,1,https://opensource-demo.orangehrmlive.com/web/dist/js/chunk-vendors.js?1660914792648,0,0,346
1663232077473,645,https://opensource-demo.orangehrmlive.com/web/index.php/pim/viewMyDetails-5,304,Not Modified,Thread Group 1-3,,true,,994,686,1,1,https://opensource-demo.orangehrmlive.com/web/dist/js/app.js?1660914792648,0,0,491
1663232078119,280,https://opensource-demo.orangehrmlive.com/web/index.php/core/i18n/messages,304,Not Modified,Thread Group 1-3,,true,,1052,586,1,1,https://opensource-demo.orangehrmlive.com/web/index.php/core/i18n/messages,0,0,0
1663232078399,328,https://opensource-demo.orangehrmlive.com/web/index.php/api/v2/pim/employees/7/personal-details,200,OK,Thread Group 1-3,text,true,,1452,548,1,1,https://opensource-demo.orangehrmlive.com/web/index.php/api/v2/pim/employees/7/personal-details,328,0,0
1663232078728,361,https://opensource-demo.orangehrmlive.com/web/index.php/api/v2/pim/employees/7,200,OK,Thread Group 1-3,text,true,,1186,469,1,1,https://opensource-demo.orangehrmlive.com/web/index.php/api/v2/pim/employees/7,360,0,0
1663232079089,308,https://opensource-demo.orangehrmlive.com/web/index.php/api/v2/leave/holidays?fromDate=2022-01-01&toDate=2022-12-31,200,OK,Thread Group 1-3,text,true,,2895,506,1,1,https://opensource-demo.orangehrmlive.com/web/index.php/api/v2/leave/holidays?fromDate=2022-01-01&toDate=2022-12-31,308,0,0
1663232079398,432,https://opensource-demo.orangehrmlive.com/web/index.php/api/v2/leave/workweek?model=indexed,200,OK,Thread Group 1-3,text,true,,1112,482,1,1,https://opensource-demo.orangehrmlive.com/web/index.php/api/v2/leave/workweek?model=indexed,432,0,0
1663232079830,310,https://opensource-demo.orangehrmlive.com/web/index.php/api/v2/leave/holidays?fromDate=2022-01-01&toDate=2022-12-31,200,OK,Thread Group 1-3,text,true,,2895,506,1,1,https://opensource-demo.orangehrmlive.com/web/index.php/api/v2/leave/holidays?fromDate=2022-01-01&toDate=2022-12-31,310,0,0
1663232080141,305,https://opensource-demo.orangehrmlive.com/web/index.php/api/v2/leave/workweek?model=indexed,200,OK,Thread Group 1-3,text,true,,1112,482,1,1,https://opensource-demo.orangehrmlive.com/web/index.php/api/v2/leave/workweek?model=indexed,305,0,0
1663232080447,315,https://opensource-demo.orangehrmlive.com/web/index.php/api/v2/pim/employees/7/custom-fields?screen=personal,200,OK,Thread Group 1-3,text,true,,1218,561,1,1,https://opensource-demo.orangehrmlive.com/web/index.php/api/v2/pim/employees/7/custom-fields?screen=personal,315,0,0
1663232080763,307,https://opensource-demo.orangehrmlive.com/web/index.php/api/v2/pim/employees/7/screen/personal/attachments?limit=50&offset=0,200,OK,Thread Group 1-3,text,true,,1114,577,1,1,https://opensource-demo.orangehrmlive.com/web/index.php/api/v2/pim/employees/7/screen/personal/attachments?offset=0&limit=50,307,0,0
1663232081071,351,https://opensource-demo.orangehrmlive.com/web/index.php/api/v2/pim/employees,200,OK,Thread Group 1-3,text,true,,6930,467,1,1,https://opensource-demo.orangehrmlive.com/web/index.php/api/v2/pim/employees,351,0,0
